storeId,lat,lng,phone,email,opening_1_name,opening_1_hour,opening_2_name,opening_2_hour,opening_3_name,opening_3_hour,opening_4_name,opening_4_hour,opening_5_name,opening_5_hour,opening_6_name,opening_6_hour,opening_7_name,opening_7_hour,name,zipcode,address_1,city,ShopType
319,43.717,-1.1268,05 58 97 65 65,agence0319@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,DAX (Mées),40990,Avenue de l'Océan,MEES,Agence Généraliste Terrassement Elévation
355,47.6065,1.3156,02 54 55 45 45,agence0355@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,BLOIS,41000,1 rue Simone et Cino Del Duca ZI Nord,BLOIS,Agence Généraliste Terrassement Elévation
8460,45.4623,4.3986,04 77 79 63 67,kiloutou-8460@kiloutou.fr,Lundi,07:00-12:00 & 13:30-17:30,Mardi,07:00-12:00 & 13:30-17:30,Mercredi,07:00-12:00 & 13:30-17:30,Jeudi,07:00-12:00 & 13:30-17:30,Vendredi,07:00-12:00 & 13:30-17:30,Samedi,07:00-12:00 & 13:30-17:30,Dimanche,07:00-12:00 & 13:30-17:30,SCE ST ETIENNE,42000,Agence Elévation 3 rue Victor Grignard,ST ETIENNE,Service Commercial Elévation
460,45.4565,4.4093,04 77 33 60 60,agence0460@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,SAINT-ETIENNE,42000,rue du Rocher ZI Necker,ST ETIENNE,Agence Généraliste Terrassement Elévation
Q464,45.4618,4.3989,04 77 79 63 67,kiloutou-8460@kiloutou.fr,Lundi,08:00-12:00 & 13:30-17:00,Mardi,08:00-12:00 & 13:30-17:00,Mercredi,08:00-12:00 & 13:30-17:00,Jeudi,08:00-12:00 & 13:30-17:00,Vendredi,08:00-12:00 & 13:30-17:00,Samedi,08:00-12:00 & 13:30-17:00,Dimanche,08:00-12:00 & 13:30-17:00,AGENCE ELEVATION DE ST ETIENNE,42000,3 rue Victor Grignard,ST ETIENNE,Quai Elévation Terrassement
463,45.5315,4.287,04 77 02 06 56,agence0463@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,ANDREZIEUX-BOUTHEON,42160,rue Edouard Garet Parc les Communaux,ANDREZIEUX BOUTHEON,Agence Généraliste Terrassement Elévation
461,46.054,4.0827,04 77 72 85 85,agence0461@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,ROANNE,42300,7 avenue du Polygone,ROANNE,Agence Généraliste Terrassement Elévation
465,45.0557,3.96,04 71 01 09 09,agence0465@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,LE PUY-EN-VELAY (Saint-Germain-Laprade),43700,rue Jean Monnet ZI de Blavozy,ST GERMAIN LAPRADE,Agence Généraliste Terrassement Elévation
Q482,47.2577,-1.502,02 28 01 36 10,agence0482@kiloutou.fr,Lundi,08:00-12:00 & 13:30-17:00,Mardi,08:00-12:00 & 13:30-17:00,Mercredi,08:00-12:00 & 13:30-17:00,Jeudi,08:00-12:00 & 13:30-17:00,Vendredi,08:00-12:00 & 13:30-17:00,Samedi,08:00-12:00 & 13:30-17:00,Dimanche,08:00-12:00 & 13:30-17:00,AGENCE ELEVATION DE NANTES,44000,5 RUE D'ITALIE,NANTES,Quai Elévation Terrassement
369,47.187,-1.4848,02 40 13 43 43,agence0369@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,NANTES (Vertou),44120,432 route de Clisson,VERTOU,Agence Généraliste Terrassement Elévation
574,47.114,-2.065,02 40 82 68 57,agence0574@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,PORNIC,44210,5 rue Pierre et Marie Curie ZI de la Blavetière,PORNIC,Agence Généraliste Terrassement Elévation
8482,47.258,-1.5015,02 28 01 36 10,kiloutou-8482@kiloutou.fr,Lundi,07:30-12:15 & 13:30-18:00,Mardi,07:30-12:15 & 13:30-18:00,Mercredi,07:30-12:15 & 13:30-18:00,Jeudi,07:30-12:15 & 13:30-18:00,Vendredi,07:30-12:15 & 13:30-18:00,Samedi,07:30-12:15 & 13:30-18:00,Dimanche,07:30-12:15 & 13:30-18:00,SCE NANTES,44332,3 rue d'Italie,NANTES CEDEX 3,Service Commercial Elévation
371,47.1958,-1.5715,02 28 00 02 80,agence0371@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,NANTES (Rezé),44400,avenue du Maréchal Delattre de Tassigny Zone Atout Sud,REZE,Généraliste type 3
Q481,47.3301,-2.1319,02 40 90 40 52,kiloutou-8487@kiloutou.fr,Lundi,08:00-12:00 & 13:30-17:00,Mardi,08:00-12:00 & 13:30-17:00,Mercredi,08:00-12:00 & 13:30-17:00,Jeudi,08:00-12:00 & 13:30-17:00,Vendredi,08:00-12:00 & 13:30-17:00,Samedi,08:00-12:00 & 13:30-17:00,Dimanche,08:00-12:00 & 13:30-17:00,AGENCE ELEVATION DE ST NAZAIRE (Montoir de Bretagne),44550,17-19 rue des Gagneries,MONTOIR DE BRETAGNE,Quai Elévation Terrassement
575,47.296,-2.297,02 40 91 51 54,agence0575@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,SAINT-NAZAIRE - TP,44600,rue de Réaumur ZAC de Brais,ST NAZAIRE,Agence Terrassement
372,47.2598,-2.282,02 40 17 01 01,agence0372@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,SAINT-NAZAIRE,44600,3 route de la Fontaine Tuaud Océanis,ST NAZAIRE,Agence Généraliste
370,47.249,-1.612,02 40 63 47 53,agence0370@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,NANTES (Orvault),44700,274 route de Vannes,ORVAULT,Agence Généraliste
578,47.2291,-1.6452,02 28 25 01 05,agence0578@kiloutou.fr,Lundi,07:00-12:00 & 13:30-17:30,Mardi,07:00-12:00 & 13:30-17:30,Mercredi,07:00-12:00 & 13:30-17:30,Jeudi,07:00-12:00 & 13:30-17:30,Vendredi,07:00-12:00 & 13:30-17:30,Samedi,07:00-12:00 & 13:30-17:30,Dimanche,07:00-12:00 & 13:30-17:30,NANTES OUEST (Saint-Herblain) - TP,44800,7 rue du Fondeur,ST HERBLAIN,Agence Terrassement
350,47.8766,1.9108,02 38 51 07 07,agence0350@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,ORLÉANS,45100,1 Rue Anthelme Brillat Savarin RN20 - Parc Expo Sud,ORLEANS,Agence Généraliste
8351,47.899,1.8471,02 38 72 96 98,kiloutou-8351@kiloutou.fr,Lundi,07:30-12:15 & 13:30-18:00,Mardi,07:30-12:15 & 13:30-18:00,Mercredi,07:30-12:15 & 13:30-18:00,Jeudi,07:30-12:15 & 13:30-18:00,Vendredi,07:30-12:15 & 13:30-18:00,Samedi,07:30-12:15 & 13:30-18:00,Dimanche,07:30-12:15 & 13:30-18:00,SCET Province,45140,4 rue Lavoisier,INGRE,SCET (mode région)
352,47.9347,1.8963,02 38 72 85 85,agence0352@kiloutou.fr,Lundi,07:00 - 18:00,Mardi,07:00 - 18:00,Mercredi,07:00 - 18:00,Jeudi,07:00 - 18:00,Vendredi,07:00 - 18:00,Samedi,07:00 - 18:00,Dimanche,07:00 - 18:00,FLEURY-LES-AUBRAIS - La Plateforme,45400,44 avenue André Dessaux La Plateforme du Bâtiment - RN 20,FLEURY LES AUBRAIS,Généraliste type 4
353,47.9784,2.7167,02 38 07 10 10,agence0353@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,MONTARGIS (Villemandeur),45700,130 Rue du Vieux Bourg  - Parc Mandoria agence0353@kiloutou.fr,VILLEMANDEUR,Agence Généraliste Terrassement Elévation
603,44.4785,1.417,05 65 22 39 53,agence0603@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,CAHORS,46000,ZA Englandières,CAHORS,Agence Généraliste Terrassement Elévation
329,44.5155,0.1272,05 53 76 10 50,agence0329@kiloutou.fr,Lundi,07:30-12:00 & 14:00-18:00,Mardi,07:30-12:00 & 14:00-18:00,Mercredi,07:30-12:00 & 14:00-18:00,Jeudi,07:30-12:00 & 14:00-18:00,Vendredi,07:30-12:00 & 14:00-18:00,Samedi,07:30-12:00 & 14:00-18:00,Dimanche,07:30-12:00 & 14:00-18:00,MARMANDE,47200,avenue François Mitterrand Rond Point de la Porte du Temps,MARMANDE,Agence Généraliste
168,44.1685,0.6069,05 53 68 44 10,agence0168@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,AGEN (Le Passage d'Agen),47520,Zone Artisanale La Plaine chemin de Labatisse,LE PASSAGE D'AGEN,Agence Généraliste Terrassement Elévation
115,47.4634,-0.6237,02 41 43 19 19,agence0115@kiloutou.fr,Lundi,07:30-12:00 & 13:45-18:00,Mardi,07:30-12:00 & 13:45-18:00,Mercredi,07:30-12:00 & 13:45-18:00,Jeudi,07:30-12:00 & 13:45-18:00,Vendredi,07:30-12:00 & 13:45-18:00,Samedi,07:30-12:00 & 13:45-18:00,Dimanche,07:30-12:00 & 13:45-18:00,ANGERS (BEAUCOUZÉ),49070,ZI de la Caillardière,BEAUCOUZE,Généraliste type 3
366,47.4887,-0.5058,02 41 18 08 08,agence0366@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,ANGERS (St-Barthélémy d'Anjou) - TP,49124,158 Avenue Victor Châtenay,ST BARTHELEMY D ANJOU,Agence Terrassement
8485,47.4894184,-0.5074679,02 41 44 83 61,kiloutou-8485@kiloutou.fr,Lundi,07:30-12:15 & 13:30-18:00,Mardi,07:30-12:15 & 13:30-18:00,Mercredi,07:30-12:15 & 13:30-18:00,Jeudi,07:30-12:15 & 13:30-18:00,Vendredi,07:30-12:15 & 13:30-18:00,Samedi,07:30-12:15 & 13:30-18:00,Dimanche,07:30-12:15 & 13:30-18:00,SCE MAINE ET LOIRE,49124,158 avenue victor Chatenay,ST BARTHELEMY D ANJOU,Service Commercial Elévation
471,49.111,-1.0525,02 33 06 60 00,agence0471@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,SAINT-LÔ,50000,786 rue de Saint-Jean ZI de la Capelle,ST LO,Agence Généraliste Terrassement Elévation
393,48.6576,-1.353,02 33 89 09 89,agence0393@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,AVRANCHES (Saint-Martin-des-Champs),50300,8 bis Le Grand Chien,ST MARTIN DES CHAMPS,Agence Généraliste Terrassement Elévation
391,49.6174,-1.6089,02 33 42 77 77,agence0391@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,CHERBOURG (La Glacerie),50470,844 Les Rouges Terres RN13,LA GLACERIE,Agence Généraliste Terrassement Elévation
137,48.9439,4.4022,03 26 26 56 00,agence0137@kiloutou.fr,Lundi,07:00-12:00 & 13:30-17:30,Mardi,07:00-12:00 & 13:30-17:30,Mercredi,07:00-12:00 & 13:30-17:30,Jeudi,07:00-12:00 & 13:30-17:30,Vendredi,07:00-12:00 & 13:30-17:30,Samedi,07:00-12:00 & 13:30-17:30,Dimanche,07:00-12:00 & 13:30-17:30,CHÂLONS-EN-CHAMPAGNE (Saint-Memmie),51000,6 bis rue Leprince Ringuet,CHALONS EN CHAMPAGNE,Agence Généraliste Terrassement Elévation
139,49.2345,4.0821,03 26 06 24 73,agence0139@kiloutou.fr,Lundi,07:00-12:00 & 13:30-17:30,Mardi,07:00-12:00 & 13:30-17:30,Mercredi,07:00-12:00 & 13:30-17:30,Jeudi,07:00-12:00 & 13:30-17:30,Vendredi,07:00-12:00 & 13:30-17:30,Samedi,07:00-12:00 & 13:30-17:30,Dimanche,07:00-12:00 & 13:30-17:30,REIMS - TP,51080,9 Rue des Macécliers,REIMS CEDEX,Agence Terrassement
Q133,49.2344,4.0821,03 26 06 24 73,agence0133@kiloutou.fr,Lundi,08:00-12:00 & 13:30-17:00,Mardi,08:00-12:00 & 13:30-17:00,Mercredi,08:00-12:00 & 13:30-17:00,Jeudi,08:00-12:00 & 13:30-17:00,Vendredi,08:00-12:00 & 13:30-17:00,Samedi,08:00-12:00 & 13:30-17:00,Dimanche,08:00-12:00 & 13:30-17:00,AGENCE ELEVATION DE REIMS,51100,Rue des Macecliers,Reims,Quai Elévation Terrassement
135,49.2297,4.0667,03 26 24 06 06,agence0135@kiloutou.fr,Lundi,07:30-12:00 & 13:30-17:30,Mardi,07:30-12:00 & 13:30-17:30,Mercredi,07:30-12:00 & 13:30-17:30,Jeudi,07:30-12:00 & 13:30-17:30,Vendredi,07:30-12:00 & 13:30-17:30,Samedi,07:30-12:00 & 13:30-17:30,Dimanche,07:30-12:00 & 13:30-17:30,REIMS,51100,2 A Boulevard du VAL DE VESLE,REIMS,Agence Généraliste
444,48.131,5.146,03 25 03 69 26,agence0444@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,CHAUMONT - Réseau Pro,52000,Faubourg des Quatre Moulins Réseau Pro,CHAUMONT,Agence Généraliste Terrassement Elévation
382,48.0686,-0.8002,02 43 64 30 30,agence0382@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,LAVAL (SAINT BERTHEVIN),53000,331 rue de Bretagne,LAVAL,Généraliste type 3
362,48.288,-0.612,02 43 32 15 15,agence0362@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,MAYENNE,53100,rue de la Peyennière ZI de la Peyennière,MAYENNE,Agence Généraliste Terrassement Elévation
363,47.8346,-0.6875,02 43 06 05 05,agence0363@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,CHÂTEAU-GONTIER,53200,20 avenue René Cassin ZI Bellitourne,CHATEAU GONTIER,Agence Généraliste Terrassement Elévation
8361,48.072,-0.724,02 43 67 98 51,kiloutou-8361@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,SCE MAYENNE SARTHE ORNE,53960,rue Pierre Lemonier,BONCHAMP LES LAVAL,Service Commercial Elévation
361,48.072,-0.724,02 43 67 07 67,agence0361@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,LAVAL (BONCHAMP),53960,rue Pierre Lemonier ZI Sud,BONCHAMP LES LAVAL,Agence Généraliste Terrassement Elévation
158,48.7055,6.1623,03 83 93 30 30,agence0158@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,NANCY NORD (Maxéville),54320,48 avenue du Général Patton,MAXEVILLE,Agence Généraliste
Q155,48.6544,6.1865,03 83 57 29 29,kiloutou-8155@kiloutou.fr,Lundi,08:00-12:00 & 13:30-17:00,Mardi,08:00-12:00 & 13:30-17:00,Mercredi,08:00-12:00 & 13:30-17:00,Jeudi,08:00-12:00 & 13:30-17:00,Vendredi,08:00-12:00 & 13:30-17:00,Samedi,08:00-12:00 & 13:30-17:00,Dimanche,08:00-12:00 & 13:30-17:00,AGENCE ELEVATION DE NANCY,54500,Le Dernier Sou 4 rue Jean Mermoz,VANDOEUVRE LES NANCY,Quai Elévation Terrassement
8155,48.65437,6.1865,03 83 57 29 21,kiloutou-8155@kiloutou.fr,Lundi,07:45-12:00 & 13:30-17:45,Mardi,07:45-12:00 & 13:30-17:45,Mercredi,07:45-12:00 & 13:30-17:45,Jeudi,07:45-12:00 & 13:30-17:45,Vendredi,07:45-12:00 & 13:30-17:45,Samedi,07:45-12:00 & 13:30-17:45,Dimanche,07:45-12:00 & 13:30-17:45,SCE LORRAINE SUD - BOURGOGNE,54500,4 rue Jean Mermoz Le dernier Sou,VANDOEUVRE LES NANCY,SCET (mode région)
167,48.623,6.1795,03 83 15 62 50,agence0167@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,NANCY (Ludres) - TP,54710,520  rue du Franclos Zone Industrielle Franclos 2,LUDRES,Agence Terrassement
505,49.5113,5.7364,03 82 25 26 00,agence0505@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,LONGWY (Lexy),54720,80 route de Longwy,LEXY,Agence Généraliste
159,49.1502,5.374,03 29 73 74 74,agence0159@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,VERDUN,55100,boulevard de la Citadelle Moulet Matériaux,VERDUN,Agence Généraliste
385,47.6613,-2.7197,02 97 40 17 40,agence0385@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,VANNES,56000,137 rue Alain Gerbault,VANNES,Agence Généraliste Terrassement Elévation
386,47.7816,-3.3469,02 97 89 25 25,agence0386@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,LORIENT (Lanester),56600,impasse Ty Pichon,LANESTER,Agence Généraliste Terrassement Elévation
577,47.785,-3.328,02 97 81 06 63,agence0577@kiloutou.fr,Lundi,07:30-12:00 & 13:30-18:00,Mardi,07:30-12:00 & 13:30-18:00,Mercredi,07:30-12:00 & 13:30-18:00,Jeudi,07:30-12:00 & 13:30-18:00,Vendredi,07:30-12:00 & 13:30-18:00,Samedi,07:30-12:00 & 13:30-18:00,Dimanche,07:30-12:00 & 13:30-18:00,LORIENT (Caudan) - TP,56850,impasse André Rhuys,CAUDAN,Agence Terrassement
Q150,49.1432,6.1764,03 87 20 22 29,kiloutou-8150@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,AGENCE ELEVATION DE METZ,57050,6 rue Dreyfus Dupont,METZ,Quai Elévation Terrassement
8150,49.1432,6.1765,03 87 20 22 29,kiloutou-8150@kiloutou.fr,Lundi,07:45-12:00 & 13:30-17:45,Mardi,07:45-12:00 & 13:30-17:45,Mercredi,07:45-12:00 & 13:30-17:45,Jeudi,07:45-12:00 & 13:30-17:45,Vendredi,07:45-12:00 & 13:30-17:45,Samedi,07:45-12:00 & 13:30-17:45,Dimanche,07:45-12:00 & 13:30-17:45,SCE LORRAINE NORD,57070,6 rue Dreyfus Dupont,METZ,SCET (mode région)
151,49.0909,6.1296,03 87 50 85 00,agence0151@kiloutou.fr,Lundi,07:00-12:00 & 13:30-18:00,Mardi,07:00-12:00 & 13:30-18:00,Mercredi,07:00-12:00 & 13:30-18:00,Jeudi,07:00-12:00 & 13:30-18:00,Vendredi,07:00-12:00 & 13:30-18:00,Samedi,07:00-12:00 & 13:30-18:00,Dimanche,07:00-12:00 & 13:30-18:00,MOULINS-LES-METZ,57160,94 route de Jouy,MOULINS LES METZ,Agence Généraliste
